Variable Name,Original Order,Event Wording,Actor,A#,Behavior,B#,Object,O#,Impression (I) or Sentiment (S)?,Event Number,A/B/O/I Rated?,E/P/A Rated?
e79bp,296,outlaw_SLUGGING_bully_IB2P,outlaw,i4,slugging,b16,bully,i27,i,79,b,p
e79ba,297,outlaw_SLUGGING_bully_IB3A,outlaw,i4,slugging,b16,bully,i27,i,79,b,a
e79oe,517,outlaw_slugging_BULLY_IO1E,outlaw,i4,slugging,b16,bully,i27,i,79,o,e
e79op,518,outlaw_slugging_BULLY_IO2P,outlaw,i4,slugging,b16,bully,i27,i,79,o,p
e79oa,519,outlaw_slugging_BULLY_IO3A,outlaw,i4,slugging,b16,bully,i27,i,79,o,a
e80ae,307,OUTLAW_soothing_victim_IA1E,outlaw,i4,soothing,b34,victim,i30,i,80,a,e
e80ap,308,OUTLAW_soothing_victim_IA2P,outlaw,i4,soothing,b34,victim,i30,i,80,a,p
e80aa,309,OUTLAW_soothing_victim_IA3A,outlaw,i4,soothing,b34,victim,i30,i,80,a,a
e80be,529,outlaw_SOOTHING_victim_IB1E,outlaw,i4,soothing,b34,victim,i30,i,80,b,e
e80bp,530,outlaw_SOOTHING_victim_IB2P,outlaw,i4,soothing,b34,victim,i30,i,80,b,p
e80ba,531,outlaw_SOOTHING_victim_IB3A,outlaw,i4,soothing,b34,victim,i30,i,80,b,a
e80oe,751,outlaw_soothing_VICTIM_IO1E,outlaw,i4,soothing,b34,victim,i30,i,80,o,e
e80op,752,outlaw_soothing_VICTIM_IO2P,outlaw,i4,soothing,b34,victim,i30,i,80,o,p
e80oa,753,outlaw_soothing_VICTIM_IO3A,outlaw,i4,soothing,b34,victim,i30,i,80,o,a
e81ae,1216,PASTOR_abandoning_unemployed_person_IA1E,pastor,i36,abandoning,b21,unemployed person,i12,i,81,a,e
e81ap,1217,PASTOR_abandoning_unemployed_person_IA2P,pastor,i36,abandoning,b21,unemployed person,i12,i,81,a,p
e81aa,1218,PASTOR_abandoning_unemployed_person_IA3A,pastor,i36,abandoning,b21,unemployed person,i12,i,81,a,a
e81be,1438,pastor_ABANDONING_unemployed_person_IB1E,pastor,i36,abandoning,b21,unemployed person,i12,i,81,b,e
e81bp,1439,pastor_ABANDONING_unemployed_person_IB2P,pastor,i36,abandoning,b21,unemployed person,i12,i,81,b,p
e81ba,1440,pastor_ABANDONING_unemployed_person_IB3A,pastor,i36,abandoning,b21,unemployed person,i12,i,81,b,a
e81oe,1660,pastor_abandoning_UNEMPLOYED_PERSON_IO1E,pastor,i36,abandoning,b21,unemployed person,i12,i,81,o,e
e81op,1661,pastor_abandoning_UNEMPLOYED_PERSON_IO2P,pastor,i36,abandoning,b21,unemployed person,i12,i,81,o,p
e81oa,1662,pastor_abandoning_UNEMPLOYED_PERSON_IO3A,pastor,i36,abandoning,b21,unemployed person,i12,i,81,o,a
e82ae,991,PASTOR_chatting_up_youngster_IA1E,pastor,i36,chatting up,b2,youngster,i32,i,82,a,e
e82ap,992,PASTOR_chatting_up_youngster_IA2P,pastor,i36,chatting up,b2,youngster,i32,i,82,a,p
e82aa,993,PASTOR_chatting_up_youngster_IA3A,pastor,i36,chatting up,b2,youngster,i32,i,82,a,a
e82be,1213,pastor_CHATTING_UP_youngster_IB1E,pastor,i36,chatting up,b2,youngster,i32,i,82,b,e
e82bp,1214,pastor_CHATTING_UP_youngster_IB2P,pastor,i36,chatting up,b2,youngster,i32,i,82,b,p
e82ba,1215,pastor_CHATTING_UP_youngster_IB3A,pastor,i36,chatting up,b2,youngster,i32,i,82,b,a
e82oe,1435,pastor_chatting_up_YOUNGSTER_IO1E,pastor,i36,chatting up,b2,youngster,i32,i,82,o,e
e82op,1436,pastor_chatting_up_YOUNGSTER_IO2P,pastor,i36,chatting up,b2,youngster,i32,i,82,o,p
e82oa,1437,pastor_chatting_up_YOUNGSTER_IO3A,pastor,i36,chatting up,b2,youngster,i32,i,82,o,a
e83ae,532,PASTOR_snuggling_toddler_IA1E,pastor,i36,snuggling,b29,toddler,i26,i,83,a,e
e83ap,533,PASTOR_snuggling_toddler_IA2P,pastor,i36,snuggling,b29,toddler,i26,i,83,a,p
e83aa,534,PASTOR_snuggling_toddler_IA3A,pastor,i36,snuggling,b29,toddler,i26,i,83,a,a
e83be,754,pastor_SNUGGLING_toddler_IB1E,pastor,i36,snuggling,b29,toddler,i26,i,83,b,e
e83bp,755,pastor_SNUGGLING_toddler_IB2P,pastor,i36,snuggling,b29,toddler,i26,i,83,b,p
e83ba,756,pastor_SNUGGLING_toddler_IB3A,pastor,i36,snuggling,b29,toddler,i26,i,83,b,a
e83oe,976,pastor_snuggling_TODDLER_IO1E,pastor,i36,snuggling,b29,toddler,i26,i,83,o,e
e83op,977,pastor_snuggling_TODDLER_IO2P,pastor,i36,snuggling,b29,toddler,i26,i,83,o,p
e83oa,978,pastor_snuggling_TODDLER_IO3A,pastor,i36,snuggling,b29,toddler,i26,i,83,o,a
e84be,34,patient_STARING_AT_psychotic_IB1E,patient,i15,staring at,b31,psychotic,i29,i,84,b,e
e84bp,35,patient_STARING_AT_psychotic_IB2P,patient,i15,staring at,b31,psychotic,i29,i,84,b,p
e84ba,36,patient_STARING_AT_psychotic_IB3A,patient,i15,staring at,b31,psychotic,i29,i,84,b,a
e84oe,256,patient_staring_at_PSYCHOTIC_IO1E,patient,i15,staring at,b31,psychotic,i29,i,84,o,e
e84op,257,patient_staring_at_PSYCHOTIC_IO2P,patient,i15,staring at,b31,psychotic,i29,i,84,o,p
e84oa,258,patient_staring_at_PSYCHOTIC_IO3A,patient,i15,staring at,b31,psychotic,i29,i,84,o,a
e84ae,1585,PATIENT_staring_at_psychotic_IA1E,patient,i15,staring at,b31,psychotic,i29,i,84,a,e
e84ap,1586,PATIENT_staring_at_psychotic_IA2P,patient,i15,staring at,b31,psychotic,i29,i,84,a,p
e84aa,1587,PATIENT_staring_at_psychotic_IA3A,patient,i15,staring at,b31,psychotic,i29,i,84,a,a
e85ae,1126,PATIENT_watching_chatterbox_IA1E,patient,i15,watching,b3,chatterbox,i5,i,85,a,e
e85ap,1127,PATIENT_watching_chatterbox_IA2P,patient,i15,watching,b3,chatterbox,i5,i,85,a,p
e85aa,1128,PATIENT_watching_chatterbox_IA3A,patient,i15,watching,b3,chatterbox,i5,i,85,a,a
e85be,1348,patient_WATCHING_chatterbox_IB1E,patient,i15,watching,b3,chatterbox,i5,i,85,b,e
e85bp,1349,patient_WATCHING_chatterbox_IB2P,patient,i15,watching,b3,chatterbox,i5,i,85,b,p
e85ba,1350,patient_WATCHING_chatterbox_IB3A,patient,i15,watching,b3,chatterbox,i5,i,85,b,a
e85oe,1570,patient_watching_CHATTERBOX_IO1E,patient,i15,watching,b3,chatterbox,i5,i,85,o,e
e85op,1571,patient_watching_CHATTERBOX_IO2P,patient,i15,watching,b3,chatterbox,i5,i,85,o,p
e85oa,1572,patient_watching_CHATTERBOX_IO3A,patient,i15,watching,b3,chatterbox,i5,i,85,o,a
e86be,97,physician_CHATTING_UP_scientist_IB1E,physician,i42,chatting up,b2,scientist,i8,i,86,b,e
e86bp,98,physician_CHATTING_UP_scientist_IB2P,physician,i42,chatting up,b2,scientist,i8,i,86,b,p
e86ba,99,physician_CHATTING_UP_scientist_IB3A,physician,i42,chatting up,b2,scientist,i8,i,86,b,a
e86oe,319,physician_chatting_up_SCIENTIST_IO1E,physician,i42,chatting up,b2,scientist,i8,i,86,o,e
e86op,320,physician_chatting_up_SCIENTIST_IO2P,physician,i42,chatting up,b2,scientist,i8,i,86,o,p
e86oa,321,physician_chatting_up_SCIENTIST_IO3A,physician,i42,chatting up,b2,scientist,i8,i,86,o,a
e86ae,1648,PHYSICIAN_chatting_up_scientist_IA1E,physician,i42,chatting up,b2,scientist,i8,i,86,a,e
e86ap,1649,PHYSICIAN_chatting_up_scientist_IA2P,physician,i42,chatting up,b2,scientist,i8,i,86,a,p
e86aa,1650,PHYSICIAN_chatting_up_scientist_IA3A,physician,i42,chatting up,b2,scientist,i8,i,86,a,a
e87ae,1189,PHYSICIAN_massaging_scientist_IA1E,physician,i42,massaging,b18,scientist,i8,i,87,a,e
e87ap,1190,PHYSICIAN_massaging_scientist_IA2P,physician,i42,massaging,b18,scientist,i8,i,87,a,p
e87aa,1191,PHYSICIAN_massaging_scientist_IA3A,physician,i42,massaging,b18,scientist,i8,i,87,a,a
e87be,1411,physician_MASSAGING_scientist_IB1E,physician,i42,massaging,b18,scientist,i8,i,87,b,e
e87bp,1412,physician_MASSAGING_scientist_IB2P,physician,i42,massaging,b18,scientist,i8,i,87,b,p
e87ba,1413,physician_MASSAGING_scientist_IB3A,physician,i42,massaging,b18,scientist,i8,i,87,b,a
e87oe,1633,physician_massaging_SCIENTIST_IO1E,physician,i42,massaging,b18,scientist,i8,i,87,o,e
e87op,1634,physician_massaging_SCIENTIST_IO2P,physician,i42,massaging,b18,scientist,i8,i,87,o,p
e87oa,1635,physician_massaging_SCIENTIST_IO3A,physician,i42,massaging,b18,scientist,i8,i,87,o,a
e88be,106,physician_QUERYING_unemployed_person_IB1E,physician,i42,querying,b19,unemployed person,i12,i,88,b,e
e88bp,107,physician_QUERYING_unemployed_person_IB2P,physician,i42,querying,b19,unemployed person,i12,i,88,b,p
e88ba,108,physician_QUERYING_unemployed_person_IB3A,physician,i42,querying,b19,unemployed person,i12,i,88,b,a
e88oe,328,physician_querying_UNEMPLOYED_PERSON_IO1E,physician,i42,querying,b19,unemployed person,i12,i,88,o,e
e88op,329,physician_querying_UNEMPLOYED_PERSON_IO2P,physician,i42,querying,b19,unemployed person,i12,i,88,o,p
e88oa,330,physician_querying_UNEMPLOYED_PERSON_IO3A,physician,i42,querying,b19,unemployed person,i12,i,88,o,a
e88ae,1657,PHYSICIAN_querying_unemployed_person_IA1E,physician,i42,querying,b19,unemployed person,i12,i,88,a,e
e88ap,1658,PHYSICIAN_querying_unemployed_person_IA2P,physician,i42,querying,b19,unemployed person,i12,i,88,a,p
e88aa,1659,PHYSICIAN_querying_unemployed_person_IA3A,physician,i42,querying,b19,unemployed person,i12,i,88,a,a
e89ae,964,PHYSICIAN_scolding_outlaw_IA1E,physician,i42,scolding,b12,outlaw,i4,i,89,a,e
e89ap,965,PHYSICIAN_scolding_outlaw_IA2P,physician,i42,scolding,b12,outlaw,i4,i,89,a,p
e89aa,966,PHYSICIAN_scolding_outlaw_IA3A,physician,i42,scolding,b12,outlaw,i4,i,89,a,a
e89be,1186,physician_SCOLDING_outlaw_IB1E,physician,i42,scolding,b12,outlaw,i4,i,89,b,e
e89bp,1187,physician_SCOLDING_outlaw_IB2P,physician,i42,scolding,b12,outlaw,i4,i,89,b,p
e89ba,1188,physician_SCOLDING_outlaw_IB3A,physician,i42,scolding,b12,outlaw,i4,i,89,b,a
e89oe,1408,physician_scolding_OUTLAW_IO1E,physician,i42,scolding,b12,outlaw,i4,i,89,o,e
e89op,1409,physician_scolding_OUTLAW_IO2P,physician,i42,scolding,b12,outlaw,i4,i,89,o,p
e89oa,1410,physician_scolding_OUTLAW_IO3A,physician,i42,scolding,b12,outlaw,i4,i,89,o,a
e90ae,523,PRIEST_comforting_gangster_IA1E,priest,i2,comforting,b14,gangster,i33,i,90,a,e
e90ap,524,PRIEST_comforting_gangster_IA2P,priest,i2,comforting,b14,gangster,i33,i,90,a,p
e90aa,525,PRIEST_comforting_gangster_IA3A,priest,i2,comforting,b14,gangster,i33,i,90,a,a
e90be,745,priest_COMFORTING_gangster_IB1E,priest,i2,comforting,b14,gangster,i33,i,90,b,e
e90bp,746,priest_COMFORTING_gangster_IB2P,priest,i2,comforting,b14,gangster,i33,i,90,b,p
e90ba,747,priest_COMFORTING_gangster_IB3A,priest,i2,comforting,b14,gangster,i33,i,90,b,a
e90oe,967,priest_comforting_GANGSTER_IO1E,priest,i2,comforting,b14,gangster,i33,i,90,o,e
e90op,968,priest_comforting_GANGSTER_IO2P,priest,i2,comforting,b14,gangster,i33,i,90,o,p
e90oa,969,priest_comforting_GANGSTER_IO3A,priest,i2,comforting,b14,gangster,i33,i,90,o,a
e91ae,1198,PRIEST_praying_with_dropout_IA1E,priest,i2,praying with,b23,dropout,i46,i,91,a,e
e91ap,1199,PRIEST_praying_with_dropout_IA2P,priest,i2,praying with,b23,dropout,i46,i,91,a,p
e91aa,1200,PRIEST_praying_with_dropout_IA3A,priest,i2,praying with,b23,dropout,i46,i,91,a,a
e91be,1420,priest_PRAYING_WITH_dropout_IB1E,priest,i2,praying with,b23,dropout,i46,i,91,b,e
e91bp,1421,priest_PRAYING_WITH_dropout_IB2P,priest,i2,praying with,b23,dropout,i46,i,91,b,p
e91ba,1422,priest_PRAYING_WITH_dropout_IB3A,priest,i2,praying with,b23,dropout,i46,i,91,b,a
e91oe,1642,priest_praying_with_DROPOUT_IO1E,priest,i2,praying with,b23,dropout,i46,i,91,o,e
e91op,1643,priest_praying_with_DROPOUT_IO2P,priest,i2,praying with,b23,dropout,i46,i,91,o,p
e91oa,1644,priest_praying_with_DROPOUT_IO3A,priest,i2,praying with,b23,dropout,i46,i,91,o,a
e92ae,937,PSYCHOTIC_competing_with_serial_murderer_IA1E,psychotic,i29,competing with,b28,serial murderer,i39,i,92,a,e
e92ap,938,PSYCHOTIC_competing_with_serial_murderer_IA2P,psychotic,i29,competing with,b28,serial murderer,i39,i,92,a,p
e92aa,939,PSYCHOTIC_competing_with_serial_murderer_IA3A,psychotic,i29,competing with,b28,serial murderer,i39,i,92,a,a
e92be,1159,psychotic_COMPETING_WITH_serial_murderer_IB1E,psychotic,i29,competing with,b28,serial murderer,i39,i,92,b,e
e92bp,1160,psychotic_COMPETING_WITH_serial_murderer_IB2P,psychotic,i29,competing with,b28,serial murderer,i39,i,92,b,p
e92ba,1161,psychotic_COMPETING_WITH_serial_murderer_IB3A,psychotic,i29,competing with,b28,serial murderer,i39,i,92,b,a
e92oe,1381,psychotic_competing_with_SERIAL_MURDERER_IO1E,psychotic,i29,competing with,b28,serial murderer,i39,i,92,o,e
e92op,1382,psychotic_competing_with_SERIAL_MURDERER_IO2P,psychotic,i29,competing with,b28,serial murderer,i39,i,92,o,p
e92oa,1383,psychotic_competing_with_SERIAL_MURDERER_IO3A,psychotic,i29,competing with,b28,serial murderer,i39,i,92,o,a
e93ae,946,PSYCHOTIC_confining_athlete_IA1E,psychotic,i29,confining,b20,athlete,i1,i,93,a,e
e93ap,947,PSYCHOTIC_confining_athlete_IA2P,psychotic,i29,confining,b20,athlete,i1,i,93,a,p
e93aa,948,PSYCHOTIC_confining_athlete_IA3A,psychotic,i29,confining,b20,athlete,i1,i,93,a,a
e93be,1168,psychotic_CONFINING_athlete_IB1E,psychotic,i29,confining,b20,athlete,i1,i,93,b,e
e93bp,1169,psychotic_CONFINING_athlete_IB2P,psychotic,i29,confining,b20,athlete,i1,i,93,b,p
e93ba,1170,psychotic_CONFINING_athlete_IB3A,psychotic,i29,confining,b20,athlete,i1,i,93,b,a
e93oe,1390,psychotic_confining_ATHLETE_IO1E,psychotic,i29,confining,b20,athlete,i1,i,93,o,e
e93op,1391,psychotic_confining_ATHLETE_IO2P,psychotic,i29,confining,b20,athlete,i1,i,93,o,p
e93oa,1392,psychotic_confining_ATHLETE_IO3A,psychotic,i29,confining,b20,athlete,i1,i,93,o,a
e94ae,487,PSYCHOTIC_following_champion_IA1E,psychotic,i29,following,b24,champion,i24,i,94,a,e
e94ap,488,PSYCHOTIC_following_champion_IA2P,psychotic,i29,following,b24,champion,i24,i,94,a,p
e94aa,489,PSYCHOTIC_following_champion_IA3A,psychotic,i29,following,b24,champion,i24,i,94,a,a
e94be,709,psychotic_FOLLOWING_champion_IB1E,psychotic,i29,following,b24,champion,i24,i,94,b,e
e94bp,710,psychotic_FOLLOWING_champion_IB2P,psychotic,i29,following,b24,champion,i24,i,94,b,p
e94ba,711,psychotic_FOLLOWING_champion_IB3A,psychotic,i29,following,b24,champion,i24,i,94,b,a
e94oe,931,psychotic_following_CHAMPION_IO1E,psychotic,i29,following,b24,champion,i24,i,94,o,e
e94op,932,psychotic_following_CHAMPION_IO2P,psychotic,i29,following,b24,champion,i24,i,94,o,p
e94oa,933,psychotic_following_CHAMPION_IO3A,psychotic,i29,following,b24,champion,i24,i,94,o,a
e95ae,955,PSYCHOTIC_monitoring_divorcé_IA1E,psychotic,i29,monitoring,b25,divorcé,i16,i,95,a,e
e95ap,956,PSYCHOTIC_monitoring_divorcé_IA2P,psychotic,i29,monitoring,b25,divorcé,i16,i,95,a,p
e95aa,957,PSYCHOTIC_monitoring_divorcé_IA3A,psychotic,i29,monitoring,b25,divorcé,i16,i,95,a,a
e95be,1177,psychotic_MONITORING_divorcé_IB1E,psychotic,i29,monitoring,b25,divorcé,i16,i,95,b,e
e95bp,1178,psychotic_MONITORING_divorcé_IB2P,psychotic,i29,monitoring,b25,divorcé,i16,i,95,b,p
e95ba,1179,psychotic_MONITORING_divorcé_IB3A,psychotic,i29,monitoring,b25,divorcé,i16,i,95,b,a
e95oe,1399,psychotic_monitoring_DIVORCÉ_IO1E,psychotic,i29,monitoring,b25,divorcé,i16,i,95,o,e
e95op,1400,psychotic_monitoring_DIVORCÉ_IO2P,psychotic,i29,monitoring,b25,divorcé,i16,i,95,o,p
e95oa,1401,psychotic_monitoring_DIVORCÉ_IO3A,psychotic,i29,monitoring,b25,divorcé,i16,i,95,o,a
e96ae,1180,PSYCHOTIC_pinching_hothead_IA1E,psychotic,i29,pinching,b17,hothead,i17,i,96,a,e
e96ap,1181,PSYCHOTIC_pinching_hothead_IA2P,psychotic,i29,pinching,b17,hothead,i17,i,96,a,p
e96aa,1182,PSYCHOTIC_pinching_hothead_IA3A,psychotic,i29,pinching,b17,hothead,i17,i,96,a,a
e96be,1402,psychotic_PINCHING_hothead_IB1E,psychotic,i29,pinching,b17,hothead,i17,i,96,b,e
e96bp,1403,psychotic_PINCHING_hothead_IB2P,psychotic,i29,pinching,b17,hothead,i17,i,96,b,p
e96ba,1404,psychotic_PINCHING_hothead_IB3A,psychotic,i29,pinching,b17,hothead,i17,i,96,b,a
e96oe,1624,psychotic_pinching_HOTHEAD_IO1E,psychotic,i29,pinching,b17,hothead,i17,i,96,o,e
e96op,1625,psychotic_pinching_HOTHEAD_IO2P,psychotic,i29,pinching,b17,hothead,i17,i,96,o,p
e96oa,1626,psychotic_pinching_HOTHEAD_IO3A,psychotic,i29,pinching,b17,hothead,i17,i,96,o,a
e97ae,667,REGISTERED_NURSE_coaching_applicant_IA1E,registered nurse,i7,coaching,b22,applicant,i37,i,97,a,e
e97ap,668,REGISTERED_NURSE_coaching_applicant_IA2P,registered nurse,i7,coaching,b22,applicant,i37,i,97,a,p
e97aa,669,REGISTERED_NURSE_coaching_applicant_IA3A,registered nurse,i7,coaching,b22,applicant,i37,i,97,a,a
e97be,889,registered_nurse_COACHING_applicant_IB1E,registered nurse,i7,coaching,b22,applicant,i37,i,97,b,e
e97bp,890,registered_nurse_COACHING_applicant_IB2P,registered nurse,i7,coaching,b22,applicant,i37,i,97,b,p
e97ba,891,registered_nurse_COACHING_applicant_IB3A,registered nurse,i7,coaching,b22,applicant,i37,i,97,b,a
e97oe,1111,registered_nurse_coaching_APPLICANT_IO1E,registered nurse,i7,coaching,b22,applicant,i37,i,97,o,e
e97op,1112,registered_nurse_coaching_APPLICANT_IO2P,registered nurse,i7,coaching,b22,applicant,i37,i,97,o,p
e97oa,1113,registered_nurse_coaching_APPLICANT_IO3A,registered nurse,i7,coaching,b22,applicant,i37,i,97,o,a
e98ae,244,REGISTERED_NURSE_fussing_over_patient_IA1E,registered nurse,i7,fussing over,b9,patient,i15,i,98,a,e
e98ap,245,REGISTERED_NURSE_fussing_over_patient_IA2P,registered nurse,i7,fussing over,b9,patient,i15,i,98,a,p
e98aa,246,REGISTERED_NURSE_fussing_over_patient_IA3A,registered nurse,i7,fussing over,b9,patient,i15,i,98,a,a
e98be,466,registered_nurse_FUSSING_OVER_patient_IB1E,registered nurse,i7,fussing over,b9,patient,i15,i,98,b,e
e98bp,467,registered_nurse_FUSSING_OVER_patient_IB2P,registered nurse,i7,fussing over,b9,patient,i15,i,98,b,p
e98ba,468,registered_nurse_FUSSING_OVER_patient_IB3A,registered nurse,i7,fussing over,b9,patient,i15,i,98,b,a
e98oe,688,registered_nurse_fussing_over_PATIENT_IO1E,registered nurse,i7,fussing over,b9,patient,i15,i,98,o,e
e98op,689,registered_nurse_fussing_over_PATIENT_IO2P,registered nurse,i7,fussing over,b9,patient,i15,i,98,o,p
e98oa,690,registered_nurse_fussing_over_PATIENT_IO3A,registered nurse,i7,fussing over,b9,patient,i15,i,98,o,a
e99ae,694,REGISTERED_NURSE_monitoring_brat_IA1E,registered nurse,i7,monitoring,b25,brat,i45,i,99,a,e
e99ap,695,REGISTERED_NURSE_monitoring_brat_IA2P,registered nurse,i7,monitoring,b25,brat,i45,i,99,a,p
e99aa,696,REGISTERED_NURSE_monitoring_brat_IA3A,registered nurse,i7,monitoring,b25,brat,i45,i,99,a,a
e99be,916,registered_nurse_MONITORING_brat_IB1E,registered nurse,i7,monitoring,b25,brat,i45,i,99,b,e
e99bp,917,registered_nurse_MONITORING_brat_IB2P,registered nurse,i7,monitoring,b25,brat,i45,i,99,b,p
e99ba,918,registered_nurse_MONITORING_brat_IB3A,registered nurse,i7,monitoring,b25,brat,i45,i,99,b,a
e99oe,1138,registered_nurse_monitoring_BRAT_IO1E,registered nurse,i7,monitoring,b25,brat,i45,i,99,o,e
e99op,1139,registered_nurse_monitoring_BRAT_IO2P,registered nurse,i7,monitoring,b25,brat,i45,i,99,o,p
e99oa,1140,registered_nurse_monitoring_BRAT_IO3A,registered nurse,i7,monitoring,b25,brat,i45,i,99,o,a
e100ae,685,REGISTERED_NURSE_monitoring_patient_IA1E,registered nurse,i7,monitoring,b25,patient,i15,i,100,a,e
e100ap,686,REGISTERED_NURSE_monitoring_patient_IA2P,registered nurse,i7,monitoring,b25,patient,i15,i,100,a,p
e100aa,687,REGISTERED_NURSE_monitoring_patient_IA3A,registered nurse,i7,monitoring,b25,patient,i15,i,100,a,a
e100be,907,registered_nurse_MONITORING_patient_IB1E,registered nurse,i7,monitoring,b25,patient,i15,i,100,b,e
e100bp,908,registered_nurse_MONITORING_patient_IB2P,registered nurse,i7,monitoring,b25,patient,i15,i,100,b,p
e100ba,909,registered_nurse_MONITORING_patient_IB3A,registered nurse,i7,monitoring,b25,patient,i15,i,100,b,a
e100oe,1129,registered_nurse_monitoring_PATIENT_IO1E,registered nurse,i7,monitoring,b25,patient,i15,i,100,o,e
e100op,1130,registered_nurse_monitoring_PATIENT_IO2P,registered nurse,i7,monitoring,b25,patient,i15,i,100,o,p
e100oa,1131,registered_nurse_monitoring_PATIENT_IO3A,registered nurse,i7,monitoring,b25,patient,i15,i,100,o,a
e101ae,235,REGISTERED_NURSE_watching_brat_IA1E,registered nurse,i7,watching,b3,brat,i45,i,101,a,e
e101ap,236,REGISTERED_NURSE_watching_brat_IA2P,registered nurse,i7,watching,b3,brat,i45,i,101,a,p
e101aa,237,REGISTERED_NURSE_watching_brat_IA3A,registered nurse,i7,watching,b3,brat,i45,i,101,a,a
e101be,457,registered_nurse_WATCHING_brat_IB1E,registered nurse,i7,watching,b3,brat,i45,i,101,b,e
e101bp,458,registered_nurse_WATCHING_brat_IB2P,registered nurse,i7,watching,b3,brat,i45,i,101,b,p
e101ba,459,registered_nurse_WATCHING_brat_IB3A,registered nurse,i7,watching,b3,brat,i45,i,101,b,a
e101oe,679,registered_nurse_watching_BRAT_IO1E,registered nurse,i7,watching,b3,brat,i45,i,101,o,e
e101op,680,registered_nurse_watching_BRAT_IO2P,registered nurse,i7,watching,b3,brat,i45,i,101,o,p
e101oa,681,registered_nurse_watching_BRAT_IO3A,registered nurse,i7,watching,b3,brat,i45,i,101,o,a
e102ae,1144,RETIREE_fussing_over_brat_IA1E,retiree,i21,fussing over,b9,brat,i45,i,102,a,e
e102ap,1145,RETIREE_fussing_over_brat_IA2P,retiree,i21,fussing over,b9,brat,i45,i,102,a,p
e102aa,1146,RETIREE_fussing_over_brat_IA3A,retiree,i21,fussing over,b9,brat,i45,i,102,a,a
e102be,1366,retiree_FUSSING_OVER_brat_IB1E,retiree,i21,fussing over,b9,brat,i45,i,102,b,e
e102bp,1367,retiree_FUSSING_OVER_brat_IB2P,retiree,i21,fussing over,b9,brat,i45,i,102,b,p
e102ba,1368,retiree_FUSSING_OVER_brat_IB3A,retiree,i21,fussing over,b9,brat,i45,i,102,b,a
e102oe,1588,retiree_fussing_over_BRAT_IO1E,retiree,i21,fussing over,b9,brat,i45,i,102,o,e
e102op,1589,retiree_fussing_over_BRAT_IO2P,retiree,i21,fussing over,b9,brat,i45,i,102,o,p
e102oa,1590,retiree_fussing_over_BRAT_IO3A,retiree,i21,fussing over,b9,brat,i45,i,102,o,a
e103ae,1135,RETIREE_fussing_over_old_timer_IA1E,retiree,i21,fussing over,b9,old timer,i9,i,103,a,e
e103ap,1136,RETIREE_fussing_over_old_timer_IA2P,retiree,i21,fussing over,b9,old timer,i9,i,103,a,p
e103aa,1137,RETIREE_fussing_over_old_timer_IA3A,retiree,i21,fussing over,b9,old timer,i9,i,103,a,a
e103be,1357,retiree_FUSSING_OVER_old_timer_IB1E,retiree,i21,fussing over,b9,old timer,i9,i,103,b,e
e103bp,1358,retiree_FUSSING_OVER_old_timer_IB2P,retiree,i21,fussing over,b9,old timer,i9,i,103,b,p
e103ba,1359,retiree_FUSSING_OVER_old_timer_IB3A,retiree,i21,fussing over,b9,old timer,i9,i,103,b,a
e103oe,1579,retiree_fussing_over_OLD_TIMER_IO1E,retiree,i21,fussing over,b9,old timer,i9,i,103,o,e
e103op,1580,retiree_fussing_over_OLD_TIMER_IO2P,retiree,i21,fussing over,b9,old timer,i9,i,103,o,p
e103oa,1581,retiree_fussing_over_OLD_TIMER_IO3A,retiree,i21,fussing over,b9,old timer,i9,i,103,o,a
e104ae,892,RETIREE_laughing_with_athlete_IA1E,retiree,i21,laughing with,b6,athlete,i1,i,104,a,e
e104ap,893,RETIREE_laughing_with_athlete_IA2P,retiree,i21,laughing with,b6,athlete,i1,i,104,a,p
e104aa,894,RETIREE_laughing_with_athlete_IA3A,retiree,i21,laughing with,b6,athlete,i1,i,104,a,a
e104be,1114,retiree_LAUGHING_WITH_athlete_IB1E,retiree,i21,laughing with,b6,athlete,i1,i,104,b,e
e104bp,1115,retiree_LAUGHING_WITH_athlete_IB2P,retiree,i21,laughing with,b6,athlete,i1,i,104,b,p
e104ba,1116,retiree_LAUGHING_WITH_athlete_IB3A,retiree,i21,laughing with,b6,athlete,i1,i,104,b,a
e104oe,1336,retiree_laughing_with_ATHLETE_IO1E,retiree,i21,laughing with,b6,athlete,i1,i,104,o,e
e104op,1337,retiree_laughing_with_ATHLETE_IO2P,retiree,i21,laughing with,b6,athlete,i1,i,104,o,p
e104oa,1338,retiree_laughing_with_ATHLETE_IO3A,retiree,i21,laughing with,b6,athlete,i1,i,104,o,a
e105ae,919,RETIREE_monitoring_executioner_IA1E,retiree,i21,monitoring,b25,executioner,i28,i,105,a,e
e105ap,920,RETIREE_monitoring_executioner_IA2P,retiree,i21,monitoring,b25,executioner,i28,i,105,a,p
e105aa,921,RETIREE_monitoring_executioner_IA3A,retiree,i21,monitoring,b25,executioner,i28,i,105,a,a
e105be,1141,retiree_MONITORING_executioner_IB1E,retiree,i21,monitoring,b25,executioner,i28,i,105,b,e
e105bp,1142,retiree_MONITORING_executioner_IB2P,retiree,i21,monitoring,b25,executioner,i28,i,105,b,p
e105ba,1143,retiree_MONITORING_executioner_IB3A,retiree,i21,monitoring,b25,executioner,i28,i,105,b,a
